"StuID","ReceiptNo","PymtDt","PaidAmt","ModeOfPymt","ChequeNo","BankName","JobID","LastUpdatedDate"
"1010","RCP001362","2014-06-23 00:00:00","3500","Cash",,,"1","2014-06-23 00:00:00"
"1011","RCP001363","2014-06-23 00:00:00","3500","Cash",,,"1","2014-06-23 00:00:00"
"1013","RCP001364","2014-06-23 00:00:00","3500","Cash",,,"1","2014-06-23 00:00:00"
"972","RCP001365","2014-06-23 00:00:00","3500","Cash",,,"1","2014-06-23 00:00:00"
"1040","RCP000306","2014-06-24 00:00:00","850","Cash",,,"5","2014-06-24 00:00:00"
"1041","RCP000307","2014-06-24 00:00:00","850","Cash",,,"5","2014-06-24 00:00:00"
"1042","RCP000308","2014-06-25 00:00:00","1400","Cash",,,"5","2014-06-25 00:00:00"
"1043","RCP000309","2014-06-26 00:00:00","1100","Cash",,,"5","2014-06-26 00:00:00"
"1031","RCP001366","2014-06-19 00:00:00","3500","Cash",,,"1","2014-06-28 00:00:00"
"1039","RCP001367","2014-06-24 00:00:00","3500","Cash",,,"1","2014-06-28 00:00:00"
"1016","RCP001368","2014-06-25 00:00:00","3500","Cash",,,"1","2014-06-28 00:00:00"
"1044","RCP001369","2014-06-28 00:00:00","300","Cash",,,"3","2014-06-28 00:00:00"
"1045","RCP001370","2014-06-30 00:00:00","3500","Cash",,,"1","2014-06-30 00:00:00"
"1046","RCP001371","2014-06-30 00:00:00","500","Cash",,,"3","2014-06-30 00:00:00"
"1026","RCP001372","2014-06-30 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1037","RCP001373","2014-06-30 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"970","RCP001374","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1047","RCP001375","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1027","RCP001376","2014-06-30 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"931","RCP001377","2014-06-30 00:00:00","1700","Cash",,,"1","2014-07-01 00:00:00"
"911","RCP001378","2014-06-30 00:00:00","750","Cash",,,"1","2014-07-01 00:00:00"
"959","RCP001379","2014-06-30 00:00:00","1000","Cash",,,"3","2014-07-01 00:00:00"
"1032","RCP001380","2014-06-30 00:00:00","500","Cash",,,"3","2014-07-01 00:00:00"
"1021","RCP001381","2014-06-30 00:00:00","500","Cash",,,"3","2014-07-01 00:00:00"
"1028","RCP001382","2014-06-30 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1048","RCP001383","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1049","RCP001384","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1050","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1051","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1052","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1053","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1054","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1055","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1056","RCP001385","2014-07-01 00:00:00","500","Cash",,,"3","2014-07-01 00:00:00"
"1057","RCP001386","2014-07-01 00:00:00","500","Cash",,,"3","2014-07-01 00:00:00"
"1058","RCP001387","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1059","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1060","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1061","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"3","2014-07-01 00:00:00"
"1062","RCP001388","2014-07-01 00:00:00","300","Cash",,,"3","2014-07-01 00:00:00"
"1063","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1064","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1065","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1066","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1067","RCP000000","2014-07-01 00:00:00","0","Select",NULL,NULL,"1","2014-07-01 00:00:00"
"1059","RCP001389","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1054","RCP001390","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-01 00:00:00"
"1036","RCP001391","2014-07-01 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1051","RCP001392","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1050","RCP001393","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1033","RCP001394","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1019","RCP001395","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1034","RCP001396","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1035","RCP001397","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1052","RCP001398","2014-07-02 00:00:00","3500","Cash",,,"1","2014-07-02 00:00:00"
"1068","RCP001399","2014-07-03 00:00:00","300","Cash",,,"3","2014-07-03 00:00:00"
"1069","RCP000000","2014-07-03 00:00:00","0","Select",NULL,NULL,"1","2014-07-03 00:00:00"
"1070","RCP000000","2014-07-03 00:00:00","0","Select",NULL,NULL,"1","2014-07-03 00:00:00"
"1071","RCP000000","2014-07-03 00:00:00","0","Select",NULL,NULL,"1","2014-07-03 00:00:00"
"1020","RCP001400","2014-07-03 00:00:00","3500","Cash",,,"1","2014-07-03 00:00:00"
"1072","RCP000000","2014-07-04 00:00:00","0","Select",NULL,NULL,"1","2014-07-04 00:00:00"
"700","RCP001401","2014-07-04 00:00:00","600","Cash",,,"3","2014-07-04 00:00:00"
"957","RCP001402","2014-07-04 00:00:00","600","Cash",,,"3","2014-07-04 00:00:00"
"944","RCP001403","2014-07-04 00:00:00","1900","Cash",,,"3","2014-07-04 00:00:00"
"940","RCP001404","2014-07-04 00:00:00","1900","Cash",,,"3","2014-07-04 00:00:00"
"949","RCP001405","2014-07-04 00:00:00","1900","Cash",,,"3","2014-07-04 00:00:00"
"927","RCP001406","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"941","RCP001407","2014-07-04 00:00:00","2000","Cash",,,"1","2014-07-04 00:00:00"
"950","RCP001408","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"925","RCP001409","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"932","RCP001410","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"960","RCP001411","2014-07-04 00:00:00","1900","Cash",,,"3","2014-07-04 00:00:00"
"948","RCP001412","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"933","RCP001413","2014-07-04 00:00:00","2000","Cash",,,"1","2014-07-04 00:00:00"
"924","RCP001414","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"934","RCP001415","2014-07-04 00:00:00","1500","Cash",,,"1","2014-07-04 00:00:00"
"956","RCP001416","2014-07-04 00:00:00","900","Cash",,,"1","2014-07-04 00:00:00"
"945","RCP001417","2014-07-04 00:00:00","900","Cash",,,"1","2014-07-04 00:00:00"
"928","RCP001418","2014-07-04 00:00:00","900","Cash",,,"1","2014-07-04 00:00:00"
"930","RCP001419","2014-07-04 00:00:00","1700","Cash",,,"1","2014-07-04 00:00:00"
"954","RCP001420","2014-07-04 00:00:00","1200","Cash",,,"1","2014-07-04 00:00:00"
"935","RCP001421","2014-07-04 00:00:00","900","Cash",,,"1","2014-07-04 00:00:00"
"903","RCP001422","2014-07-04 00:00:00","750","Cash",,,"1","2014-07-04 00:00:00"
"1073","RCP000310","2014-07-05 00:00:00","850","Cash",,,"5","2014-07-04 00:00:00"
"1074","RCP000000","2014-07-05 00:00:00","0","Select",NULL,NULL,"1","2014-07-05 00:00:00"
"1075","RCP000000","2014-07-05 00:00:00","0","Select",NULL,NULL,"5","2014-07-05 00:00:00"
"1076","RCP000311","2014-07-05 00:00:00","1800","Cash",,,"5","2014-07-05 00:00:00"
"1077","RCP000312","2014-07-05 00:00:00","850","Cash",,,"5","2014-07-05 00:00:00"
"1078","RCP000000","2014-07-05 00:00:00","0","Select",NULL,NULL,"3","2014-07-05 00:00:00"
"1079","RCP000000","2014-07-07 00:00:00","0","Select",NULL,NULL,"3","2014-07-07 00:00:00"
"1069","RCP001423","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1055","RCP001424","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1079","RCP001425","2014-07-07 00:00:00","500","Cash",,,"3","2014-07-07 00:00:00"
"1080","RCP000000","2014-07-07 00:00:00","0","Select",NULL,NULL,"1","2014-07-07 00:00:00"
"1080","RCP001426","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1081","RCP000313","2014-07-07 00:00:00","850","Cash",,,"5","2014-07-07 00:00:00"
"1066","RCP001427","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1067","RCP001428","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1082","RCP000000","2014-07-07 00:00:00","0","Select",NULL,NULL,"1","2014-07-07 00:00:00"
"1065","RCP001429","2014-07-07 00:00:00","3500","Cash",,,"1","2014-07-07 00:00:00"
"1053","RCP001430","2014-07-08 00:00:00","3500","Cash",,,"1","2014-07-08 00:00:00"
"1083","RCP000314","2014-07-08 00:00:00","650","Cash",,,"5","2014-07-08 00:00:00"
"1084","RCP000315","2014-07-08 00:00:00","650","Cash",,,"5","2014-07-08 00:00:00"
"1085","RCP000316","2014-07-08 00:00:00","650","Cash",,,"5","2014-07-08 00:00:00"
"1086","RCP000000","2014-07-08 00:00:00","0","Select",NULL,NULL,"1","2014-07-08 00:00:00"
"1087","RCP000000","2014-07-08 00:00:00","0","Select",NULL,NULL,"1","2014-07-08 00:00:00"
"1088","RCP000000","2014-07-08 00:00:00","0","Select",NULL,NULL,"1","2014-07-08 00:00:00"
"1089","RCP000000","2014-07-08 00:00:00","0","Select",NULL,NULL,"1","2014-07-08 00:00:00"
"1064","RCP001431","2014-07-08 00:00:00","3500","Cash",,,"1","2014-07-08 00:00:00"
"1071","RCP001432","2014-07-08 00:00:00","3500","Cash",,,"1","2014-07-08 00:00:00"
"1072","RCP001433","2014-07-08 00:00:00","3500","Cash",,,"1","2014-07-08 00:00:00"
"1090","RCP000317","2014-07-09 00:00:00","800","Cash",,,"5","2014-07-09 00:00:00"
"1091","RCP001434","2014-07-09 00:00:00","300","Cash",,,"3","2014-07-09 00:00:00"
"1092","RCP000000","2014-07-09 00:00:00","0","Select",NULL,NULL,"1","2014-07-09 00:00:00"
"1018","RCP001435","2014-07-09 00:00:00","3500","Cash",,,"1","2014-07-09 00:00:00"
"1093","RCP001436","2014-07-10 00:00:00","300","Cash",,,"3","2014-07-10 00:00:00"
"1094","RCP000318","2014-07-11 00:00:00","850","Cash",,,"5","2014-07-10 00:00:00"
"1095","RCP000319","2014-07-11 00:00:00","1300","Cash",,,"5","2014-07-11 00:00:00"
"1096","RCP000320","2014-07-11 00:00:00","1100","Cash",,,"5","2014-07-11 00:00:00"
"1097","RCP000321","2014-07-11 00:00:00","850","Cash",,,"5","2014-07-11 00:00:00"
"955","RCP001437","2014-07-11 00:00:00","1200","Cash",,,"1","2014-07-11 00:00:00"
"977","RCP001438","2014-07-11 00:00:00","700","Cash",,,"3","2014-07-11 00:00:00"
"938","RCP001439","2014-07-11 00:00:00","900","Cash",,,"1","2014-07-11 00:00:00"
"975","RCP001440","2014-07-11 00:00:00","1000","Cash",,,"3","2014-07-11 00:00:00"
"901","RCP001441","2014-07-11 00:00:00","750","Cash",,,"1","2014-07-11 00:00:00"
"909","RCP001442","2014-07-11 00:00:00","1750","Cash",,,"1","2014-07-11 00:00:00"
"984","RCP001443","2014-07-11 00:00:00","1700","Cash",,,"1","2014-07-11 00:00:00"
"582","RCP001444","2014-07-11 00:00:00","1450","Cash",,,"1","2014-07-11 00:00:00"
"947","RCP001445","2014-07-11 00:00:00","1900","Cash",,,"3","2014-07-11 00:00:00"
"981","RCP001446","2014-07-11 00:00:00","1700","Cash",,,"1","2014-07-11 00:00:00"
"976","RCP001447","2014-07-11 00:00:00","1700","Cash",,,"1","2014-07-11 00:00:00"
"479","RCP001448","2014-07-11 00:00:00","1700","Cash",,,"3","2014-07-11 00:00:00"
"942","RCP001449","2014-07-11 00:00:00","700","Cash",,,"3","2014-07-11 00:00:00"
"1098","RCP000322","2014-07-14 00:00:00","850","Cash",,,"5","2014-07-12 00:00:00"
"1099","RCP000000","2014-07-12 00:00:00","0","Select",NULL,NULL,"1","2014-07-12 00:00:00"
"1100","RCP000000","2014-07-12 00:00:00","0","Select",NULL,NULL,"1","2014-07-12 00:00:00"
"1101","RCP000000","2014-07-12 00:00:00","0","Select",NULL,NULL,"1","2014-07-12 00:00:00"
"1102","RCP000000","2014-07-12 00:00:00","0","Select",NULL,NULL,"1","2014-07-12 00:00:00"
"1103","RCP000323","2014-07-14 00:00:00","1300","Cash",,,"5","2014-07-14 00:00:00"
"1104","RCP000324","2014-07-15 00:00:00","1300","Cash",,,"5","2014-07-15 00:00:00"
"1105","RCP001450","2014-07-15 00:00:00","300","Cash",,,"3","2014-07-15 00:00:00"
"1106","RCP001451","2014-07-15 00:00:00","500","Cash",,,"3","2014-07-15 00:00:00"
"1060","RCP001452","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1063","RCP001453","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1082","RCP001454","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1088","RCP001455","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1092","RCP001456","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1101","RCP001457","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1102","RCP001458","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1086","RCP001459","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1100","RCP001460","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1089","RCP001461","2014-07-15 00:00:00","3500","Cash",,,"1","2014-07-15 00:00:00"
"1107","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1108","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1109","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1110","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1111","RCP000325","2014-07-16 00:00:00","1200","Cash",,,"5","2014-07-16 00:00:00"
"1087","RCP001462","2014-07-16 00:00:00","3000","Cash",,,"1","2014-07-16 00:00:00"
"1112","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1113","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1114","RCP000000","2014-07-16 00:00:00","0","Select",NULL,NULL,"1","2014-07-16 00:00:00"
"1110","RCP001463","2014-07-16 00:00:00","3500","Cash",,,"1","2014-07-16 00:00:00"
"1115","RCP000326","2014-07-17 00:00:00","650","Cash",,,"5","2014-07-17 00:00:00"
"1116","RCP000000","2014-07-17 00:00:00","0","Select",NULL,NULL,"1","2014-07-17 00:00:00"
"1117","RCP000000","2014-07-18 00:00:00","0","Select",NULL,NULL,"1","2014-07-18 00:00:00"
"973","RCP001464","2014-07-18 00:00:00","700","Cash",,,"3","2014-07-18 00:00:00"
"978","RCP001465","2014-07-18 00:00:00","900","Cash",,,"1","2014-07-18 00:00:00"
"905","RCP001466","2014-07-18 00:00:00","750","Cash",,,"1","2014-07-18 00:00:00"
"989","RCP001467","2014-07-18 00:00:00","750","Cash",,,"1","2014-07-18 00:00:00"
"996","RCP001468","2014-07-18 00:00:00","1700","Cash",,,"1","2014-07-18 00:00:00"
"988","RCP001469","2014-07-18 00:00:00","2000","Cash",,,"1","2014-07-18 00:00:00"
"985","RCP001470","2014-07-18 00:00:00","1700","Cash",,,"1","2014-07-18 00:00:00"
"946","RCP001471","2014-07-18 00:00:00","1750","Cash",,,"1","2014-07-18 00:00:00"
"1029","RCP001472","2014-07-18 00:00:00","2250","Cash",,,"1","2014-07-18 00:00:00"
"987","RCP001473","2014-07-18 00:00:00","2000","Cash",,,"1","2014-07-18 00:00:00"
"342","RCP001474","2014-07-18 00:00:00","1700","Cash",,,"1","2014-07-18 00:00:00"
"1046","RCP001475","2014-07-18 00:00:00","1000","Cash",,,"3","2014-07-18 00:00:00"
"982","RCP001476","2014-07-18 00:00:00","900","Cash",,,"1","2014-07-18 00:00:00"
"997","RCP001477","2014-07-18 00:00:00","1000","Cash",,,"3","2014-07-18 00:00:00"
"990","RCP001478","2014-07-18 00:00:00","1200","Cash",,,"1","2014-07-18 00:00:00"
"991","RCP001479","2014-07-18 00:00:00","2000","Cash",,,"1","2014-07-18 00:00:00"
"1118","RCP000327","2014-07-19 00:00:00","850","Cash",,,"5","2014-07-18 00:00:00"
"1119","RCP000328","2014-07-19 00:00:00","1100","Cash",,,"5","2014-07-19 00:00:00"
"1150","RCP000341","2014-07-30 00:00:00","850","Cash",,,"5","2014-07-29 00:00:00"
"1151","RCP000342","2014-07-30 00:00:00","900","Cash",,,"5","2014-07-29 00:00:00"
"1152","RCP000000","2014-07-30 00:00:00","0","Select",NULL,NULL,"1","2014-07-30 00:00:00"
"1153","RCP001511","2014-07-30 00:00:00","300","Cash",,,"3","2014-07-30 00:00:00"
"1154","RCP000000","2014-07-31 00:00:00","0","Select",NULL,NULL,"3","2014-07-31 00:00:00"
"1155","RCP001512","2014-08-01 00:00:00","300","Cash",,,"3","2014-08-01 00:00:00"
"1156","RCP000000","2014-08-01 00:00:00","0","Select",NULL,NULL,"1","2014-08-01 00:00:00"
"1157","RCP000343","2014-08-04 00:00:00","1200","Cash",,,"5","2014-08-02 00:00:00"
"1158","RCP000000","2014-08-02 00:00:00","0","Select",NULL,NULL,"1","2014-08-02 00:00:00"
"1159","RCP000344","2014-08-04 00:00:00","950","Cash",,,"5","2014-08-04 00:00:00"
"1160","RCP000345","2014-08-04 00:00:00","850","Cash",,,"5","2014-08-04 00:00:00"
"1161","RCP000000","2014-08-04 00:00:00","0","Select",NULL,NULL,"5","2014-08-04 00:00:00"
"1162","RCP000346","2014-08-05 00:00:00","1650","Cash",,,"5","2014-08-04 00:00:00"
"1163","RCP000347","2014-08-05 00:00:00","850","Cash",,,"5","2014-08-05 00:00:00"
"1164","RCP000348","2014-08-05 00:00:00","850","Cash",,,"5","2014-08-05 00:00:00"
"1165","RCP000000","2014-08-05 00:00:00","0","Select",NULL,NULL,"5","2014-08-05 00:00:00"
"1161","RCP000349","2014-08-05 00:00:00","950","Cash",,,"5","2014-08-05 00:00:00"
"1166","RCP000000","2014-08-05 00:00:00","0","Select",NULL,NULL,"1","2014-08-05 00:00:00"
"1167","RCP001513","2014-08-05 00:00:00","300","Cash",,,"3","2014-08-05 00:00:00"
"1168","RCP000000","2014-08-05 00:00:00","0","Select",NULL,NULL,"1","2014-08-05 00:00:00"
"1169","RCP000350","2014-08-06 00:00:00","1300","Cash",,,"5","2014-08-05 00:00:00"
"1170","RCP001514","2014-08-05 00:00:00","300","Cash",,,"3","2014-08-05 00:00:00"
"1116","RCP001515","2014-08-04 00:00:00","1000","Cash",,,"1","2014-08-05 00:00:00"
"1145","RCP001516","2014-08-04 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1156","RCP001517","2014-08-04 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1125","RCP001518","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1131","RCP001519","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1134","RCP001520","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1166","RCP001521","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1148","RCP001522","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1099","RCP001523","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1132","RCP001524","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1158","RCP001525","2014-08-05 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1128","RCP001526","2014-08-06 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1135","RCP001527","2014-08-06 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1136","RCP001528","2014-08-06 00:00:00","3500","Cash",,,"1","2014-08-05 00:00:00"
"1154","RCP001529","2014-08-01 00:00:00","500","Cash",,,"3","2014-08-05 00:00:00"
"1061","RCP001530","2014-08-04 00:00:00","500","Cash",,,"3","2014-08-05 00:00:00"
"1171","RCP000351","2014-08-06 00:00:00","850","Cash",,,"5","2014-08-06 00:00:00"
"1152","RCP001531","2014-08-06 00:00:00","3000","Cash",,,"1","2014-08-06 00:00:00"
"1172","RCP000000","2014-08-06 00:00:00","0","Select",NULL,NULL,"1","2014-08-06 00:00:00"
"1173","RCP000352","2014-08-07 00:00:00","1300","Cash",,,"5","2014-08-06 00:00:00"
"1174","RCP000353","2014-08-07 00:00:00","700","Cash",,,"5","2014-08-06 00:00:00"
"1168","RCP001532","2014-08-06 00:00:00","3500","Cash",,,"1","2014-08-06 00:00:00"
"1172","RCP001533","2014-08-06 00:00:00","3500","Cash",,,"1","2014-08-06 00:00:00"
"1175","RCP000354","2014-08-07 00:00:00","850","Cash",,,"5","2014-08-07 00:00:00"
"1176","RCP000355","2014-08-07 00:00:00","1100","Cash",,,"5","2014-08-07 00:00:00"
"1177","RCP000356","2014-08-07 00:00:00","850","Cash",,,"5","2014-08-07 00:00:00"
"1165","RCP000357","2014-08-07 00:00:00","850","Cash",,,"5","2014-08-07 00:00:00"
"1178","RCP000000","2014-08-07 00:00:00","0","Select",NULL,NULL,"1","2014-08-07 00:00:00"
"1126","RCP001534","2014-08-07 00:00:00","500","Cash",,,"3","2014-08-07 00:00:00"
"1179","RCP001535","2014-08-08 00:00:00","500","Cash",,,"3","2014-08-08 00:00:00"
"1049","RCP001536","2014-08-08 00:00:00","1700","Cash",,,"1","2014-08-08 00:00:00"
"1027","RCP001537","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"1037","RCP001538","2014-08-08 00:00:00","1700","Cash",,,"1","2014-08-08 00:00:00"
"970","RCP001539","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"993","RCP001540","2014-08-08 00:00:00","1700","Cash",,,"1","2014-08-08 00:00:00"
"1013","RCP001541","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"974","RCP001542","2014-08-08 00:00:00","1700","Cash",,,"1","2014-08-08 00:00:00"
"1039","RCP001543","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"1051","RCP001544","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"998","RCP001545","2014-08-08 00:00:00","1900","Cash",,,"3","2014-08-08 00:00:00"
"980","RCP001546","2014-08-08 00:00:00","2000","Cash",,,"1","2014-08-08 00:00:00"
"1026","RCP001547","2014-08-08 00:00:00","1200","Cash",,,"1","2014-08-08 00:00:00"
"1045","RCP001548","2014-08-08 00:00:00","1050","Cash",,,"1","2014-08-08 00:00:00"
"1036","RCP001549","2014-08-08 00:00:00","1700","Cash",,,"1","2014-08-08 00:00:00"
"1018","RCP001550","2014-08-08 00:00:00","1200","Cash",,,"1","2014-08-08 00:00:00"
"1034","RCP001551","2014-08-08 00:00:00","1200","Cash",,,"1","2014-08-08 00:00:00"
"972","RCP001552","2014-08-08 00:00:00","1200","Cash",,,"1","2014-08-08 00:00:00"
"1053","RCP001553","2014-08-08 00:00:00","1200","Cash",,,"1","2014-08-08 00:00:00"
"1032","RCP001554","2014-08-08 00:00:00","1000","Cash",,,"3","2014-08-08 00:00:00"
"943","RCP001555","2014-08-08 00:00:00","500","Cash",,,"3","2014-08-08 00:00:00"
"999","RCP001556","2014-08-08 00:00:00","700","Cash",,,"3","2014-08-08 00:00:00"
"1016","RCP001557","2014-08-08 00:00:00","900","Cash",,,"1","2014-08-08 00:00:00"
"1180","RCP000358","2014-08-11 00:00:00","2100","Cash",,,"5","2014-08-08 00:00:00"
"1181","RCP000359","2014-08-11 00:00:00","850","Cash",,,"5","2014-08-09 00:00:00"
"1182","RCP000000","2014-08-09 00:00:00","0","Select",NULL,NULL,"1","2014-08-09 00:00:00"
"1183","RCP000000","2014-08-09 00:00:00","0","Select",NULL,NULL,"1","2014-08-09 00:00:00"
"1184","RCP000360","2014-08-11 00:00:00","850","Cash",,,"5","2014-08-09 00:00:00"
"1185","RCP000361","2014-08-11 00:00:00","650","Cash",,,"5","2014-08-09 00:00:00"
"1186","RCP000000","2014-08-09 00:00:00","0","Select",NULL,NULL,"1","2014-08-09 00:00:00"
"1187","RCP000362","2014-08-12 00:00:00","950","Cash",,,"5","2014-08-11 00:00:00"
"1178","RCP001558","2014-08-11 00:00:00","3500","Cash",,,"1","2014-08-11 00:00:00"
"1074","RCP001559","2014-08-11 00:00:00","3500","Cash",,,"1","2014-08-11 00:00:00"
"1186","RCP001560","2014-08-11 00:00:00","3500","Cash",,,"1","2014-08-11 00:00:00"
"1183","RCP001561","2014-08-12 00:00:00","3500","Cash",,,"1","2014-08-12 00:00:00"
"1182","RCP001562","2014-08-12 00:00:00","3500","Cash",,,"1","2014-08-12 00:00:00"
"1188","RCP000363","2014-08-13 00:00:00","850","Cash",,,"5","2014-08-12 00:00:00"
"1189","RCP000364","2014-08-13 00:00:00","1100","Cash",,,"5","2014-08-12 00:00:00"
"1190","RCP001563","2014-08-13 00:00:00","500","Cash",,,"3","2014-08-12 00:00:00"
"1191","RCP000000","2014-08-13 00:00:00","0","Select",NULL,NULL,"1","2014-08-13 00:00:00"
"1192","RCP000000","2014-08-13 00:00:00","0","Select",NULL,NULL,"1","2014-08-13 00:00:00"
"1193","RCP000000","2014-08-13 00:00:00","0","Select",NULL,NULL,"1","2014-08-13 00:00:00"
"1194","RCP000365","2014-08-19 00:00:00","850","Cash",,,"5","2014-08-14 00:00:00"
"1195","RCP000000","2014-08-15 00:00:00","0","Select",NULL,NULL,"1","2014-08-15 00:00:00"
"1196","RCP000000","2014-08-15 00:00:00","0","Select",NULL,NULL,"1","2014-08-15 00:00:00"
"1197","RCP000366","2014-08-19 00:00:00","1400","Cash",,,"5","2014-08-19 00:00:00"
"1198","RCP000367","2014-08-19 00:00:00","950","Cash",,,"5","2014-08-19 00:00:00"
"1199","RCP000368","2014-08-19 00:00:00","850","Cash",,,"5","2014-08-19 00:00:00"
